,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,type,city,costfor2
4733,0,1,3.700262000336511,0.0,42,46,168,1311,4,0,38.72983346207417
4734,1,1,4.1,24.228082879171435,28,21,4742,690,4,0,34.64101615137755
4735,0,1,4.4,21.54065922853801,41,13,3868,404,4,0,28.284271247461906
4736,1,0,4.1,30.919249667480614,28,20,2059,1623,4,0,24.49489742783178
4737,0,1,4.5,23.366642891095847,42,13,4396,413,4,0,30.0
4738,0,0,3.700262000336511,0.0,28,20,1861,1163,4,0,31.622776601683796
4739,1,0,4.2,23.065125189341597,42,20,2928,602,4,0,24.49489742783178
4740,1,0,4.3,18.33030277982336,42,20,3267,557,4,0,28.284271247461906
4741,1,0,4.1,39.43348830626071,42,20,3107,109,4,0,27.386127875258307
4742,0,0,3.9,33.98529093593286,41,20,4802,518,4,0,25.495097567963924
4743,1,1,4.1,42.118879377305376,42,57,1475,886,4,0,34.64101615137755
4744,0,1,4.1,27.748873851023216,41,21,4752,50,4,0,28.284271247461906
4745,1,0,4.0,13.45362404707371,28,20,1954,1221,4,0,23.45207879911715
4746,0,1,4.1,27.54995462791182,40,4,1259,1203,4,0,34.64101615137755
4747,1,0,4.6,20.14944167960989,3,20,1135,0,4,0,31.622776601683796
4748,1,1,4.2,52.04805471869242,40,13,1699,405,4,0,31.622776601683796
4749,1,1,4.0,38.84584919911006,40,13,3351,384,4,0,30.0
4750,1,0,3.9,33.734255586866,42,20,325,1359,4,0,22.360679774997894
4751,0,1,4.2,34.52535300326414,28,26,1022,985,4,0,34.64101615137755
4752,1,0,4.1,33.34666400106613,42,20,2395,290,4,0,27.386127875258307
4753,1,1,4.0,28.142494558940577,44,20,4054,1163,4,0,30.0
4754,1,0,4.0,30.93541659651604,44,20,2964,1679,4,0,22.360679774997894
4755,1,0,4.0,17.69180601295413,42,20,3243,612,4,0,28.284271247461906
4756,1,1,3.9,22.0,42,20,1073,1435,4,0,26.457513110645905
4757,1,1,4.1,36.55133376499413,22,20,2580,1382,4,0,28.284271247461906
4758,0,1,4.4,17.88854381999832,42,20,2897,1073,4,0,34.64101615137755
4759,1,1,4.2,29.478805945967352,42,13,3611,340,4,0,24.49489742783178
4760,1,0,4.2,32.54228019054596,42,13,1619,395,4,0,28.284271247461906
4761,0,0,4.1,25.96150997149434,42,20,811,1599,4,0,25.495097567963924
4762,1,1,4.1,14.7648230602334,42,20,658,1246,4,0,24.49489742783178
4763,1,1,4.2,37.81534080237808,28,20,3405,64,4,0,28.284271247461906
4764,1,0,3.9,27.892651361962702,42,20,2495,267,4,0,27.386127875258307
4765,1,0,3.8,25.65151067676132,42,20,2985,618,4,0,22.360679774997894
4766,1,0,4.1,11.704699910719626,42,13,4377,453,4,0,34.64101615137755
4767,1,0,4.1,17.4928556845359,44,13,3156,415,4,0,24.49489742783178
4768,0,1,4.1,35.14256678161116,42,49,1464,634,4,0,38.72983346207417
4769,1,0,3.8,14.422205101855956,3,20,1057,238,4,0,26.457513110645905
4770,1,1,4.1,20.0,42,15,5061,423,4,0,34.64101615137755
4771,0,1,4.1,21.587033144922906,28,20,3009,1070,4,0,26.457513110645905
4772,1,0,4.0,22.58317958127243,44,20,4017,564,4,0,27.386127875258307
4773,0,0,3.9,27.14774392099645,43,5,197,15,4,0,37.416573867739416
4774,0,1,3.9,12.0,42,58,3879,908,4,0,31.622776601683796
4775,1,0,4.1,24.24871130596428,28,20,2941,560,4,0,26.457513110645905
4776,1,1,4.2,41.13392760240627,42,13,649,460,4,0,25.495097567963924
4777,1,0,4.0,36.16628264005025,28,20,2133,627,4,0,27.386127875258307
4778,1,1,4.0,28.106938645110397,28,20,1628,698,4,0,36.05551275463989
4779,1,1,4.0,31.84336665618132,28,58,233,887,4,0,36.05551275463989
4780,1,1,4.2,18.547236990991408,42,20,3399,1163,4,0,22.360679774997894
4781,1,1,4.1,32.046840717924134,3,20,1263,1163,4,0,31.622776601683796
4782,1,0,4.0,22.538855339169288,28,19,1187,461,4,0,31.622776601683796
4783,1,1,4.0,15.329709716755891,42,20,4656,1148,4,0,28.284271247461906
4784,0,1,4.1,21.118712081942878,44,20,1853,1163,4,0,25.495097567963924
4785,1,1,4.2,15.459624833740309,28,22,551,350,4,0,24.49489742783178
4786,1,1,4.0,37.17526059088221,44,20,794,676,4,0,33.166247903554
4787,1,0,3.7,10.535653752852738,3,20,2641,43,4,0,28.284271247461906
4788,1,1,4.4,66.2268827591938,28,22,982,1478,4,0,24.49489742783178
4789,1,0,4.3,21.908902300206645,42,13,4855,513,4,0,21.213203435596427
4790,1,0,3.8,21.748563170931547,42,20,3747,1607,4,0,22.360679774997894
4791,0,1,3.9,16.76305461424021,44,21,3099,751,4,0,31.622776601683796
4792,1,0,3.7,8.06225774829855,42,20,4836,98,4,0,28.284271247461906
4793,0,1,3.9,24.06241883103193,42,60,1512,726,4,0,36.05551275463989
4794,1,0,3.9,28.687976575562104,42,20,2938,560,4,0,23.45207879911715
4795,0,0,4.0,11.40175425099138,28,62,3370,1599,4,0,17.320508075688775
4796,1,0,3.9,17.88854381999832,3,20,1133,1203,4,0,25.495097567963924
4797,0,0,4.2,19.6468827043885,28,13,1659,428,4,0,26.457513110645905
4798,0,0,4.1,34.97141690009142,42,62,3161,1118,4,0,20.0
4799,1,0,4.5,50.93132631298737,42,33,716,961,4,0,22.360679774997894
4800,1,1,4.2,17.11724276862369,42,20,4629,1542,4,0,28.284271247461906
4801,0,1,3.9,37.25587202039432,42,46,3159,721,4,0,37.416573867739416
4802,1,0,3.9,21.2602916254693,44,20,4583,198,4,0,24.49489742783178
4803,0,0,4.3,31.432467291003423,42,62,2962,619,4,0,18.708286933869708
4804,1,0,3.7,16.09347693943108,42,20,796,1146,4,0,27.386127875258307
4805,1,0,3.5,29.79932885150268,44,20,4291,1382,4,0,25.495097567963924
4806,1,0,3.7,12.569805089976535,30,20,4330,252,4,0,26.457513110645905
4807,1,0,4.0,17.60681686165901,30,13,1606,389,4,0,27.386127875258307
4808,1,0,4.1,31.670175244226236,42,20,393,1395,4,0,26.457513110645905
4809,0,0,3.8,9.1104335791443,30,62,3053,1179,4,0,20.0
4810,0,0,3.8,12.529964086141668,22,47,1600,696,4,0,36.05551275463989
4811,0,0,4.1,13.114877048604,44,13,5196,366,4,0,25.495097567963924
4812,1,0,3.8,15.231546211727816,30,20,46,68,4,0,24.49489742783178
4813,1,0,4.0,24.698178070456937,44,20,4931,161,4,0,22.360679774997894
4814,1,0,4.1,12.806248474865695,30,62,290,257,4,0,20.0
4815,1,0,4.2,13.74772708486752,43,62,2278,1655,4,0,17.320508075688775
4816,0,0,4.1,29.546573405388315,28,62,2768,1557,4,0,17.320508075688775
4817,1,0,3.2,30.133038346638727,42,20,371,1388,4,0,24.49489742783178
4818,0,1,4.2,10.816653826391969,44,20,112,1433,4,0,28.284271247461906
4819,1,0,4.2,22.84731931759173,44,62,2965,1679,4,0,21.213203435596427
4820,1,0,3.8,7.280109889280518,44,62,3957,923,4,0,18.708286933869708
4821,1,1,3.5,7.681145747868608,22,20,1739,1286,4,0,26.457513110645905
4822,1,0,4.3,12.84523257866513,42,62,669,331,4,0,22.360679774997894
4823,0,0,3.9,10.862780491200215,30,20,2531,1192,4,0,28.284271247461906
4824,1,0,4.4,19.595917942265423,44,62,55,1594,4,0,17.320508075688775
4825,0,0,4.2,7.14142842854285,42,62,2817,1557,4,0,14.142135623730953
4826,1,0,4.1,9.486832980505138,42,13,980,384,4,0,24.49489742783178
4827,0,1,4.3,10.198039027185567,44,20,109,1171,4,0,31.622776601683796
4828,1,0,4.2,23.57965224510319,42,62,5071,1682,4,0,20.0
4829,1,0,4.3,15.652475842498529,42,62,3275,1678,4,0,24.49489742783178
4830,0,0,3.7,14.212670403551895,28,20,4996,1321,4,0,30.0
4831,1,0,4.3,16.64331697709324,44,62,2538,1163,4,0,21.213203435596427
4832,1,0,4.0,27.386127875258307,24,62,2618,1163,4,0,15.811388300841896
4833,1,0,3.8,6.855654600401044,42,13,2140,456,4,0,24.49489742783178
4834,1,0,3.0,8.12403840463596,42,20,145,198,4,0,26.457513110645905
4835,0,1,4.1,18.788294228055936,40,37,2308,807,4,0,44.7213595499958
4836,0,0,3.9,11.135528725660045,3,13,4342,447,4,0,22.360679774997894
4837,1,0,3.6,11.04536101718726,22,20,4322,1568,4,0,23.45207879911715
4838,0,0,4.0,13.45362404707371,42,51,5090,1163,4,0,12.24744871391589
4839,1,0,3.7,8.48528137423857,30,20,1136,1216,4,0,21.213203435596427
4840,1,0,3.8,12.206555615733702,42,20,1172,278,4,0,24.49489742783178
4841,1,0,3.9,32.29551052391029,44,62,507,324,4,0,24.49489742783178
4842,0,0,3.8,10.14889156509222,41,4,3315,883,4,0,38.72983346207417
4843,0,0,4.1,14.422205101855956,42,62,4516,188,4,0,14.142135623730953
4844,1,0,4.1,17.97220075561143,44,13,543,343,4,0,26.457513110645905
4845,1,0,3.7,11.180339887498947,28,12,4546,218,4,0,20.0
4846,1,0,4.0,12.328828005937952,42,12,2001,220,4,0,18.708286933869708
4847,0,0,3.8,6.164414002968976,43,20,265,1459,4,0,30.0
4848,1,0,3.8,18.193405398660254,22,62,3022,1163,4,0,18.708286933869708
4849,1,0,4.0,11.74734012447073,44,20,690,1174,4,0,28.284271247461906
4850,1,0,3.5,8.888194417315589,30,20,321,72,4,0,24.49489742783178
4851,0,1,3.9,12.84523257866513,28,20,2146,1602,4,0,31.622776601683796
4852,0,0,3.9,19.261360284258224,22,20,5024,1597,4,0,20.0
4853,1,0,3.8,8.717797887081348,42,62,2536,203,4,0,22.360679774997894
4854,1,0,4.2,9.9498743710662,44,33,2362,786,4,0,30.0
4855,1,0,3.8,13.114877048604,42,20,2452,1431,4,0,20.0
4856,1,0,3.9,6.928203230275509,22,62,473,826,4,0,20.0
4857,0,0,4.0,13.892443989449804,28,20,1003,1565,4,0,22.360679774997894
4858,1,0,3.8,16.24807680927192,44,20,213,1161,4,0,25.495097567963924
4859,1,0,2.6,14.422205101855956,28,20,1805,604,4,0,25.495097567963924
4860,1,0,3.4,14.560219778561036,22,20,3016,1265,4,0,28.284271247461906
4861,0,0,3.4,9.848857801796104,28,21,2653,1569,4,0,33.166247903554
4862,1,0,4.2,20.32240143290157,42,13,3346,430,4,0,26.457513110645905
4863,1,1,3.6,10.3440804327886,42,20,1119,1203,4,0,30.0
4864,1,0,3.9,8.18535277187245,30,62,930,822,4,0,14.142135623730953
4865,1,0,3.9,21.42428528562855,22,62,4814,263,4,0,24.49489742783178
4866,1,0,4.0,10.392304845413264,30,62,726,330,4,0,22.360679774997894
4867,1,0,3.8,9.16515138991168,22,62,316,580,4,0,20.0
4868,1,0,4.0,26.15339366124404,42,62,3200,619,4,0,15.811388300841896
4869,0,0,3.9,11.789826122551595,44,68,2860,1650,4,0,14.142135623730953
4870,1,0,3.6,8.0,7,20,2809,593,4,0,20.0
4871,1,0,4.2,12.884098726725126,42,62,2245,822,4,0,17.320508075688775
4872,1,1,3.5,23.473389188611005,3,20,2487,1243,4,0,24.49489742783178
4873,1,0,3.7,15.620499351813308,28,20,809,287,4,0,21.213203435596427
4874,0,0,4.0,12.68857754044952,30,62,1344,878,4,0,14.142135623730953
4875,0,0,3.8,8.306623862918075,3,14,1648,351,4,0,26.457513110645905
4876,1,0,3.5,15.459624833740309,42,20,1120,1420,4,0,31.622776601683796
4877,1,1,4.2,18.027756377319943,44,20,2119,1212,4,0,28.284271247461906
4878,1,0,4.1,17.349351572897472,30,62,1679,1579,4,0,14.142135623730953
4879,1,0,3.8,12.083045973594572,28,20,1192,522,4,0,24.49489742783178
4880,1,0,4.0,30.18277654557314,3,62,3164,1116,4,0,24.49489742783178
4881,1,0,3.9,22.3159136044214,43,62,867,1648,4,0,17.320508075688775
4882,1,0,3.9,11.224972160321824,30,62,1605,1599,4,0,20.0
4883,1,0,3.8,11.04536101718726,30,20,4587,1094,4,0,26.457513110645905
4884,1,0,3.3,8.18535277187245,3,20,4045,1203,4,0,24.49489742783178
4885,1,0,4.0,8.717797887081348,40,62,4870,1612,4,0,17.320508075688775
4886,0,0,3.3,7.071067811865476,3,41,3263,522,4,0,20.0
4887,1,0,3.8,13.784048752090222,22,62,5037,1583,4,0,15.811388300841896
4888,1,0,3.3,19.849433241279208,44,62,2082,1163,4,0,20.0
4889,1,0,3.8,6.4031242374328485,44,62,3942,837,4,0,20.0
4890,1,0,3.8,11.789826122551595,42,62,2752,1601,4,0,14.142135623730953
4891,1,0,3.9,17.74823934929885,30,62,5022,1649,4,0,17.320508075688775
4892,1,0,4.2,21.213203435596427,30,13,4541,363,4,0,20.0
4893,0,1,3.8,13.0,41,4,4041,1597,4,0,36.05551275463989
4894,1,0,4.1,10.908712114635714,22,62,2798,1588,4,0,14.142135623730953
4895,1,0,4.2,17.0,3,62,515,6,4,0,20.0
4896,0,0,3.1,10.816653826391969,44,62,4924,236,4,0,14.142135623730953
4897,0,0,3.3,13.30413469565007,28,20,865,1229,4,0,30.822070014844883
4898,1,0,3.9,12.36931687685298,28,41,455,428,4,0,20.0
4899,0,0,4.0,7.54983443527075,42,20,3208,1676,4,0,20.0
4900,1,0,3.9,19.77371993328519,44,20,2264,917,4,0,27.386127875258307
4901,1,0,3.6,14.38749456993816,42,20,72,1056,4,0,22.360679774997894
4902,1,0,4.0,12.884098726725126,30,62,5028,1599,4,0,20.0
4903,1,0,3.8,7.54983443527075,44,20,4585,1541,4,0,26.457513110645905
4904,1,0,3.4,5.830951894845301,44,20,4306,1366,4,0,25.495097567963924
4905,1,0,3.9,9.848857801796104,30,62,5050,1557,4,0,14.142135623730953
4906,1,0,3.6,9.746794344808963,38,62,3737,1342,4,0,17.320508075688775
4907,1,0,3.8,6.4031242374328485,44,62,356,236,4,0,14.142135623730953
4908,0,0,3.8,6.324555320336759,28,62,2806,1557,4,0,10.0
4909,0,0,3.8,10.44030650891055,42,13,3384,384,4,0,28.284271247461906
4910,1,0,3.7,7.681145747868608,22,13,2750,444,4,0,24.49489742783178
4911,0,1,3.5,5.656854249492381,42,20,1760,1203,4,0,31.622776601683796
4912,1,0,3.8,6.782329983125268,30,30,4543,965,4,0,20.0
4913,1,0,3.9,9.219544457292889,44,62,1836,1163,4,0,20.0
4914,1,0,3.9,23.473389188611005,44,62,1618,823,4,0,24.49489742783178
4915,1,0,2.8,12.288205727444508,44,20,281,1213,4,0,26.457513110645905
4916,1,0,3.9,15.716233645501712,30,13,2686,407,4,0,20.0
4917,1,0,3.8,6.782329983125268,28,62,3862,1475,4,0,21.213203435596427
4918,1,0,3.9,19.6468827043885,28,62,5008,1486,4,0,24.49489742783178
4919,0,0,3.9,12.328828005937952,44,41,1631,577,4,0,22.360679774997894
4920,1,0,3.9,18.547236990991408,22,62,2662,1203,4,0,22.360679774997894
4921,1,0,3.0,7.681145747868608,28,20,4176,606,4,0,25.495097567963924
4922,1,1,4.0,11.31370849898476,22,20,1002,1397,4,0,30.0
4923,1,0,3.9,9.797958971132712,38,62,2386,1334,4,0,18.708286933869708
4924,1,0,4.1,24.677925358506133,3,62,3494,1163,4,0,20.0
4925,0,0,3.5,8.366600265340756,44,62,4253,1658,4,0,14.142135623730953
4926,0,0,3.7,6.0,44,43,3508,1048,4,0,20.0
4927,1,0,3.7,11.489125293076055,28,13,3987,505,4,0,20.0
4928,1,0,2.8,10.099504938362076,3,62,4312,1203,4,0,18.708286933869708
4929,0,0,4.2,19.4164878389476,28,62,2780,1599,4,0,17.320508075688775
4930,1,0,3.9,8.660254037844387,3,62,886,1461,4,0,14.142135623730953
4931,1,0,3.9,13.92838827718412,28,20,2461,1599,4,0,20.0
4932,0,0,2.3,13.228756555322953,28,20,4086,1163,4,0,21.213203435596427
4933,1,0,3.9,8.0,42,62,482,1078,4,0,17.320508075688775
4934,0,0,2.8,8.0,44,62,2440,1599,4,0,17.320508075688775
4935,1,0,3.9,9.591663046625438,28,62,1703,1612,4,0,17.320508075688775
4936,1,0,4.2,8.717797887081348,42,62,4645,1527,4,0,21.213203435596427
4937,0,0,3.8,6.324555320336759,44,20,1095,1571,4,0,22.360679774997894
4938,0,0,2.8,7.280109889280518,41,3,4545,191,4,0,24.49489742783178
4939,0,0,3.8,9.433981132056603,42,62,4959,1344,4,0,17.320508075688775
4940,0,0,2.9,15.198684153570664,28,30,3701,798,4,0,28.284271247461906
4941,1,0,3.7,7.14142842854285,3,62,4,1163,4,0,17.320508075688775
4942,1,0,3.8,8.660254037844387,30,62,2071,1052,4,0,17.320508075688775
4943,1,0,3.0,8.48528137423857,42,62,740,324,4,0,24.49489742783178
4944,0,0,3.6,8.246211251235321,44,41,3564,1039,4,0,23.45207879911715
4945,0,0,3.8,9.055385138137416,44,62,931,549,4,0,14.142135623730953
4946,0,0,2.2,9.486832980505138,3,20,3290,1203,4,0,27.386127875258307
4947,0,0,2.9,7.280109889280518,44,62,1988,1076,4,0,17.320508075688775
4948,0,0,3.5,7.483314773547883,3,62,2781,1597,4,0,20.0
4949,0,0,3.4,5.0,28,62,3738,1638,4,0,14.142135623730953
4950,1,0,2.7,9.219544457292889,28,13,3876,497,4,0,22.360679774997894
4951,1,0,3.0,7.54983443527075,30,62,2578,1336,4,0,20.0
4952,0,0,3.7,9.539392014169456,30,20,3338,1203,4,0,30.0
4953,1,0,4.1,14.317821063276352,42,62,4868,822,4,0,15.811388300841896
4954,0,0,3.8,9.433981132056603,28,62,1821,864,4,0,20.0
4955,1,0,3.1,8.246211251235321,30,62,1147,1147,4,0,23.45207879911715
4956,1,0,3.8,7.874007874011811,24,62,4297,871,4,0,18.708286933869708
4957,1,1,3.8,16.0,3,20,2080,73,4,0,28.284271247461906
4958,1,0,2.3,17.26267650163207,7,62,4087,287,4,0,21.213203435596427
4959,1,0,3.8,13.674794331177344,28,13,136,340,4,0,22.360679774997894
4960,0,1,4.5,62.46599074696567,42,60,4909,894,5,0,31.622776601683796
4961,0,1,3.700262000336511,0.0,42,61,216,731,5,0,45.8257569495584
4962,0,1,4.4,33.896902513356586,0,21,3324,1376,5,0,33.166247903554
4963,1,1,4.1,24.979991993593597,0,21,286,141,5,0,38.72983346207417
4964,0,1,4.0,12.84523257866513,0,4,1237,883,5,0,33.166247903554
4965,1,0,4.6,68.19090848492928,44,46,2705,32,5,0,38.72983346207417
4966,0,1,4.4,39.15354390090378,42,54,1426,1135,5,0,44.7213595499958
4967,0,1,4.5,47.16990566028302,44,21,3152,1131,5,0,33.166247903554
4968,0,1,3.700262000336511,0.0,28,54,5210,907,5,0,38.72983346207417
4969,1,1,4.4,49.92995093127971,3,57,2171,1350,5,0,30.0
4970,1,1,4.4,62.20932405998316,42,25,160,716,5,0,40.0
4971,0,1,4.5,79.67433714816836,44,5,842,1113,5,0,40.0
4972,1,1,4.4,65.68865959965997,28,52,4012,627,5,0,40.0
4973,0,1,4.8,66.25707509390978,42,4,1471,645,5,0,31.622776601683796
4974,0,1,4.4,10.488088481701515,42,46,1598,1481,5,0,38.72983346207417
4975,0,1,4.6,29.42787793912432,41,54,1437,689,5,0,37.416573867739416
4976,0,1,4.6,70.33491309442275,42,26,1486,808,5,0,42.42640687119285
4977,0,1,4.5,43.95452195167182,42,54,223,632,5,0,37.416573867739416
4978,0,1,4.4,34.828149534536,41,53,2690,35,5,0,34.64101615137755
4979,0,1,3.9,42.08325082500163,28,4,1433,905,5,0,36.05551275463989
4980,0,1,4.0,46.37887450122092,42,46,207,629,5,0,31.622776601683796
4981,1,1,4.3,50.62608023538856,42,4,309,690,5,0,34.64101615137755
4982,1,1,4.2,36.945906403822335,44,21,1439,123,5,0,37.416573867739416
4983,0,1,3.700262000336511,0.0,42,46,168,1311,5,0,38.72983346207417
4984,1,1,4.1,24.228082879171435,28,21,4742,690,5,0,34.64101615137755
4985,1,1,4.1,42.118879377305376,42,57,1475,886,5,0,34.64101615137755
4986,0,1,4.1,27.54995462791182,40,4,1259,1203,5,0,34.64101615137755
4987,0,1,4.2,34.52535300326414,28,26,1022,985,5,0,34.64101615137755
4988,0,1,4.1,35.14256678161116,42,49,1464,634,5,0,38.72983346207417
4989,0,0,3.9,27.14774392099645,43,5,197,15,5,0,37.416573867739416
4990,0,1,3.9,12.0,42,58,3879,908,5,0,31.622776601683796
4991,1,1,4.0,31.84336665618132,28,58,233,887,5,0,36.05551275463989
4992,0,1,3.9,24.06241883103193,42,60,1512,726,5,0,36.05551275463989
4993,0,1,3.9,37.25587202039432,42,46,3159,721,5,0,37.416573867739416
4994,0,0,3.8,10.14889156509222,41,4,3315,883,5,0,38.72983346207417
4995,0,0,3.4,9.848857801796104,28,21,2653,1569,5,0,33.166247903554
4996,0,1,3.8,13.0,41,4,4041,1597,5,0,36.05551275463989
4997,0,1,4.4,33.97057550292606,0,21,3324,1376,6,0,33.166247903554
4998,0,1,4.5,79.68061244744545,44,5,842,1113,6,0,40.0
4999,0,1,3.700262000336511,0.0,42,61,215,731,6,0,45.8257569495584
5000,1,1,4.1,25.0,0,21,286,141,6,0,38.72983346207417
5001,0,1,4.0,12.84523257866513,0,4,1237,883,6,0,33.166247903554
5002,0,1,4.7,102.08819716304131,42,21,1329,1330,6,0,37.416573867739416
5003,0,1,4.5,62.473994589749104,42,60,4909,894,6,0,31.622776601683796
5004,0,1,4.5,47.25462940284264,44,21,3152,1131,6,0,33.166247903554
5005,1,1,4.5,55.94640292279746,42,21,1956,1240,6,0,38.72983346207417
5006,1,1,4.4,49.92995093127971,3,57,2171,1350,6,0,30.0
5007,0,0,4.3,48.46648326421054,42,57,3589,891,6,0,37.416573867739416
5008,1,1,4.9,46.73328578219169,42,21,3203,134,6,0,38.72983346207417
5009,0,1,4.8,66.25707509390978,42,4,1471,645,6,0,31.622776601683796
5010,1,1,4.4,21.30727575266252,44,21,1232,1163,6,0,38.72983346207417
5011,0,1,4.6,70.46275611981126,42,26,1486,808,6,0,42.42640687119285
5012,0,1,4.3,34.68429039204925,28,5,1566,808,6,0,38.72983346207417
5013,0,1,4.4,34.828149534536,41,53,2690,35,6,0,34.64101615137755
5014,0,1,3.9,42.118879377305376,28,4,1433,905,6,0,36.05551275463989
5015,0,1,4.3,30.95157508108432,3,21,1466,1425,6,0,31.622776601683796
5016,1,1,4.3,50.61620293937506,42,4,309,690,6,0,34.64101615137755
5017,0,0,3.700262000336511,0.0,44,5,2997,1586,6,0,31.622776601683796
5018,1,1,4.2,36.945906403822335,44,21,1439,123,6,0,37.416573867739416
5019,1,1,4.2,23.259406699226016,42,26,4588,1272,6,0,31.622776601683796
5020,1,1,4.4,19.570385790780925,42,21,3945,1114,6,0,38.72983346207417
5021,1,1,4.1,24.228082879171435,28,21,4742,690,6,0,34.64101615137755
5022,0,1,4.1,27.76688675382964,41,21,4752,50,6,0,28.284271247461906
5023,1,1,4.1,42.118879377305376,42,57,1475,886,6,0,34.64101615137755
5024,0,1,4.1,27.54995462791182,40,4,1259,1203,6,0,34.64101615137755
5025,0,1,4.2,34.55430508634199,28,26,1022,985,6,0,34.64101615137755
5026,1,1,4.1,20.0,42,15,5061,423,6,0,34.64101615137755
5027,0,0,3.9,27.16615541441225,43,5,197,15,6,0,37.416573867739416
5028,0,1,3.9,12.0,42,58,3879,908,6,0,31.622776601683796
5029,1,1,4.0,31.85906464414798,28,58,233,887,6,0,36.05551275463989
5030,0,1,3.9,16.76305461424021,44,21,3099,751,6,0,31.622776601683796
5031,0,1,3.9,24.06241883103193,42,60,1512,726,6,0,36.05551275463989
5032,0,0,3.8,12.529964086141668,22,47,1600,696,6,0,36.05551275463989
5033,0,0,3.9,10.246950765959598,41,4,3315,883,6,0,38.72983346207417
5034,0,0,3.4,9.848857801796104,28,21,2653,1569,6,0,33.166247903554
5035,0,1,3.8,13.0,41,4,4041,1597,6,0,36.05551275463989
5036,1,1,3.8,14.247806848775006,66,20,4827,1265,0,7,34.64101615137755
5037,1,1,4.2,68.79680225126747,12,20,858,1213,0,7,38.72983346207417
5038,1,1,4.4,33.34666400106613,12,21,2093,209,0,7,34.64101615137755
5039,1,1,4.5,37.429934544425805,12,21,2373,560,0,7,41.23105625617661
5040,1,0,4.0,56.68333088307355,12,20,3411,1409,0,7,27.386127875258307
5041,0,1,4.5,46.88283267892417,66,20,4385,1109,0,7,42.42640687119285
5042,1,1,4.3,55.94640292279746,49,20,77,1424,0,7,38.72983346207417
5043,0,1,4.4,46.03259714593562,48,37,3590,1321,0,7,46.9041575982343
5044,0,0,4.6,31.352830813181765,49,37,4649,1664,0,7,54.77225575051661
5045,1,1,4.0,43.73785545725808,49,20,4386,1673,0,7,45.8257569495584
5046,0,1,4.3,12.328828005937952,78,37,3667,18,0,7,52.91502622129181
5047,1,1,4.3,27.65863337187866,48,20,4916,1504,0,7,37.416573867739416
5048,0,1,4.4,32.63433774416144,78,20,3116,1332,0,7,40.0
5049,0,1,4.3,26.057628441590765,66,37,1451,810,0,7,50.0
5050,0,0,4.3,26.248809496813376,49,37,419,817,0,7,54.77225575051661
5051,0,0,4.1,31.73326330524486,65,20,2391,1238,0,7,22.360679774997894
5052,0,0,4.3,21.40093455903269,48,25,1175,173,0,7,38.72983346207417
5053,0,1,4.2,18.2208671582886,48,21,460,1382,0,7,31.622776601683796
5054,0,1,4.3,24.779023386727733,65,37,3969,1333,0,7,58.30951894845301
5055,0,0,4.0,7.280109889280518,66,37,2118,143,0,7,44.7213595499958
5056,1,0,4.0,6.928203230275509,8,20,4772,1025,0,7,38.72983346207417
5057,1,1,4.0,13.711309200802088,74,21,312,1368,0,7,36.05551275463989
5058,1,0,4.0,12.806248474865695,66,21,3406,1163,0,7,41.23105625617661
5059,0,1,4.3,18.05547008526779,66,20,2107,1286,0,7,34.64101615137755
5060,1,1,4.3,32.37282811247729,48,20,3635,987,0,7,40.0
5061,1,1,4.0,30.479501308256346,8,20,5087,1501,0,7,28.284271247461906
5062,0,0,3.9,13.527749258468685,78,20,2674,1327,0,7,46.9041575982343
5063,0,1,3.9,17.663521732655695,65,37,4425,1354,0,7,44.7213595499958
5064,0,0,3.1,11.090536506409418,48,21,427,1311,0,7,34.64101615137755
5065,0,0,2.8,15.874507866387544,27,20,4401,1203,0,7,31.622776601683796
5066,0,1,3.9,10.0,65,20,1808,1163,0,7,43.58898943540674
5067,0,0,2.8,11.489125293076055,8,20,2821,1449,0,7,25.495097567963924
5068,0,0,3.9,9.433981132056603,76,20,4349,1400,0,7,37.416573867739416
5069,1,0,4.1,10.862780491200215,66,20,1758,642,0,7,31.622776601683796
5070,0,0,3.0,10.392304845413264,49,20,2272,1311,0,7,28.284271247461906
5071,0,0,3.7,12.041594578792296,66,22,425,573,0,7,31.622776601683796
5072,1,0,3.9,12.569805089976535,27,20,3250,610,0,7,36.05551275463989
5073,1,1,3.8,14.071247279470288,49,20,3074,988,0,7,40.0
5074,0,1,4.2,16.46207763315433,49,37,4363,1000,0,7,54.77225575051661
5075,0,0,3.8,8.18535277187245,66,20,819,1557,0,7,22.360679774997894
5076,0,1,3.9,10.295630140987,8,20,4397,587,0,7,31.622776601683796
5077,0,0,3.8,7.211102550927978,66,20,3235,1321,0,7,34.64101615137755
5078,0,0,2.3,10.770329614269007,66,20,1663,604,0,7,25.495097567963924
5079,0,1,4.1,18.411952639521967,61,37,4749,1005,0,7,50.0
5080,0,1,4.0,18.0,15,46,2294,1404,0,7,36.05551275463989
5081,1,1,4.2,23.49468024894146,73,20,2095,572,0,7,34.64101615137755
5082,1,1,4.2,21.79449471770337,15,20,2556,1279,0,7,41.23105625617661
5083,1,1,3.8,9.539392014169456,15,20,4361,1437,0,7,42.42640687119285
5084,0,1,3.8,10.099504938362076,61,20,2140,1580,0,7,40.0
5085,0,1,3.9,12.569805089976535,15,20,2106,1455,0,7,33.166247903554
