,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,type,city,costfor2
136,1,0,3.8,9.486832980505138,1,13,2180,333,2,1,25.495097567963924
137,1,0,4.2,13.379088160259652,1,29,5123,1475,2,1,24.49489742783178
138,1,0,4.3,16.583123951777,4,62,2514,1557,2,1,10.0
139,1,0,3.7,17.97220075561143,30,20,3296,611,2,1,29.154759474226505
140,1,0,4.3,17.944358444926362,30,20,5089,1557,2,1,20.0
141,1,0,2.6,12.529964086141668,30,13,1724,347,2,1,21.213203435596427
142,1,0,3.9,23.302360395462088,4,62,2463,1581,2,1,17.320508075688775
143,1,0,3.7,13.41640786499874,1,13,3859,497,2,1,22.360679774997894
144,1,0,4.2,21.07130750570548,4,62,4784,1557,2,1,10.0
145,1,0,3.9,11.575836902790224,30,62,3502,1657,2,1,20.0
146,1,0,3.8,24.020824298928627,30,20,5113,1429,2,1,30.0
147,1,0,3.9,12.0,30,20,2699,1275,2,1,23.45207879911715
148,1,0,4.1,28.053520278211074,1,20,2950,596,2,1,28.284271247461906
149,1,0,3.6,9.16515138991168,1,62,1673,1599,2,1,15.811388300841896
150,1,1,4.0,18.68154169226941,1,20,4625,1529,2,1,34.64101615137755
151,1,0,3.7,15.748015748023622,46,62,4838,1334,2,1,20.0
152,1,0,4.1,14.696938456699067,4,13,3644,392,2,1,22.360679774997894
153,1,0,4.0,18.0,1,13,3882,463,2,1,26.457513110645905
154,1,0,2.6,15.198684153570664,46,62,12,1277,2,1,20.0
155,1,0,3.4,10.099504938362076,79,20,4134,1601,2,1,20.0
156,1,0,3.9,11.532562594670797,1,13,2954,442,2,1,28.284271247461906
157,1,0,2.8,6.708203932499369,1,20,3778,1493,2,1,28.284271247461906
158,1,0,3.8,8.660254037844387,1,62,4518,841,2,1,14.142135623730953
159,1,0,4.0,7.280109889280518,63,29,2562,1119,2,1,24.49489742783178
160,1,1,4.2,28.548204847240395,30,20,424,1203,2,1,30.0
161,1,1,4.0,25.15949125081825,1,20,2311,1203,2,1,28.284271247461906
162,1,0,3.5,7.483314773547883,30,30,5157,964,2,1,20.0
163,1,0,3.9,8.366600265340756,1,30,5133,851,2,1,20.0
164,1,0,3.9,9.539392014169456,30,13,2932,440,2,1,17.320508075688775
165,1,0,3.8,8.774964387392123,46,13,2121,402,2,1,25.495097567963924
166,1,0,3.8,14.491376746189438,46,20,758,1242,2,1,24.49489742783178
167,1,0,4.1,11.40175425099138,30,13,3926,474,2,1,25.495097567963924
168,1,0,4.1,5.477225575051661,30,9,2749,232,2,1,10.0
169,1,0,3.8,12.0,1,13,3624,534,2,1,26.457513110645905
170,1,0,3.7,11.532562594670797,30,20,4348,609,2,1,26.457513110645905
171,1,0,4.0,11.6619037896906,30,62,5046,1581,2,1,18.708286933869708
172,1,0,3.8,8.602325267042627,4,62,1681,1599,2,1,17.320508075688775
173,1,0,3.7,7.3484692283495345,4,13,3654,360,2,1,24.49489742783178
174,1,0,3.4,7.615773105863909,4,13,2687,437,2,1,20.0
175,1,0,3.6,11.357816691600547,1,20,4623,1097,2,1,24.49489742783178
176,1,0,3.5,6.4031242374328485,75,44,3797,1485,2,1,20.0
177,1,0,4.1,13.2664991614216,4,20,459,68,2,1,28.284271247461906
178,1,0,3.7,6.855654600401044,30,66,400,849,2,1,20.0
179,1,1,3.7,6.0,30,20,5118,588,2,1,25.495097567963924
180,1,0,3.9,10.04987562112089,4,62,4783,1557,2,1,12.24744871391589
181,1,1,4.1,21.02379604162864,30,60,3779,694,2,1,34.64101615137755
182,1,0,3.8,7.280109889280518,30,62,5188,959,2,1,15.811388300841896
183,1,0,4.0,15.231546211727816,30,62,2330,1571,2,1,20.0
184,1,0,3.9,14.866068747318506,30,20,2710,522,2,1,26.457513110645905
185,1,1,4.1,32.60368077380221,30,21,3665,993,2,1,34.64101615137755
186,1,0,3.7,9.643650760992957,4,62,2841,1638,2,1,14.142135623730953
187,1,0,3.9,15.264337522473747,30,20,1754,1013,2,1,28.284271247461906
188,1,0,3.9,14.52583904633395,30,20,4420,845,2,1,22.360679774997894
189,1,0,4.0,42.16633728461603,30,62,1740,1453,2,1,14.142135623730953
190,1,0,3.6,14.7648230602334,82,20,5063,1284,2,1,28.284271247461906
191,1,0,3.7,22.67156809750927,4,13,3903,459,2,1,24.49489742783178
192,1,1,4.0,29.42787793912432,30,20,2921,1303,2,1,30.0
193,1,0,3.2,9.797958971132712,46,62,3523,1163,2,1,20.0
194,1,0,3.5,8.94427190999916,1,62,4204,1680,2,1,15.811388300841896
195,1,0,4.0,8.54400374531753,4,0,2684,194,2,1,17.320508075688775
196,1,0,3.9,9.16515138991168,30,69,1820,1128,2,1,20.0
197,1,0,3.5,9.38083151964686,1,62,1114,1602,2,1,18.708286933869708
198,1,0,3.5,13.379088160259652,1,20,2292,1215,2,1,24.49489742783178
199,1,0,3.8,7.810249675906654,4,62,4746,1027,2,1,10.0
200,1,0,3.7,11.31370849898476,79,20,1955,1227,2,1,21.213203435596427
201,1,0,3.8,18.411952639521967,30,62,4136,1599,2,1,20.0
202,1,0,4.1,21.18962010041709,4,62,2833,1638,2,1,10.0
203,1,0,4.1,14.491376746189438,30,32,1998,211,2,1,12.24744871391589
204,1,0,3.0,14.594519519326424,1,62,3186,1436,2,1,20.0
205,1,0,3.2,14.422205101855956,30,12,2239,1662,2,1,15.811388300841896
206,1,0,3.8,8.366600265340756,1,62,2784,1557,2,1,10.0
207,1,0,4.0,14.798648586948742,4,13,3858,456,2,1,24.49489742783178
208,1,0,3.7,7.681145747868608,1,62,3512,1461,2,1,14.142135623730953
209,1,0,3.7,11.135528725660045,46,20,293,293,2,1,27.386127875258307
210,1,1,4.1,27.83882181415011,1,20,3628,1393,2,1,28.284271247461906
211,1,1,4.2,44.96665431183423,30,20,5057,1424,2,1,31.622776601683796
212,1,1,4.2,12.24744871391589,1,13,2905,463,2,1,24.49489742783178
213,1,0,4.0,15.231546211727816,4,20,3420,1203,2,1,27.386127875258307
214,1,1,3.5,20.76053949202669,30,20,2176,1163,2,1,28.284271247461906
215,1,1,4.2,45.98912915026767,1,20,3911,1491,2,1,28.284271247461906
216,1,0,4.2,12.24744871391589,30,20,2589,1163,2,1,28.284271247461906
217,1,0,3.8,12.449899597988733,30,20,3732,1607,2,1,21.213203435596427
218,1,1,4.1,25.80697580112788,30,21,40,50,2,1,31.622776601683796
219,1,0,3.9,15.491933384829668,4,13,2150,333,2,1,26.457513110645905
220,1,0,3.8,30.298514815086232,1,16,1409,485,2,1,28.284271247461906
221,1,0,4.0,21.563858652847824,30,20,799,1607,2,1,24.49489742783178
222,1,1,4.1,31.144823004794876,30,54,1546,1320,2,1,38.72983346207417
223,1,0,3.3,11.31370849898476,1,62,2611,1203,2,1,17.320508075688775
224,1,0,3.6,15.524174696260024,46,62,2996,1203,2,1,17.320508075688775
225,1,0,4.3,27.09243436828813,1,62,3466,1607,2,1,14.142135623730953
226,1,0,3.8,11.40175425099138,30,62,304,1188,2,1,20.0
227,1,0,4.2,16.15549442140351,30,13,4523,390,2,1,26.457513110645905
228,1,0,4.0,13.820274961085254,46,62,265,1608,2,1,17.320508075688775
229,1,0,4.1,19.078784028338912,4,20,2775,1576,2,1,23.45207879911715
230,1,0,3.9,29.79932885150268,1,20,4720,1442,2,1,27.386127875258307
231,1,0,3.9,27.386127875258307,4,20,1734,1284,2,1,22.360679774997894
232,1,1,4.2,12.806248474865695,1,13,1733,381,2,1,22.360679774997894
233,1,0,3.8,22.956480566497994,4,20,2747,1163,2,1,22.360679774997894
234,0,0,4.3,18.57417562100671,1,30,2348,962,3,1,20.0
235,0,0,4.4,18.867962264113206,1,69,1883,1123,3,1,12.24744871391589
236,1,0,3.9,6.164414002968976,1,30,2140,955,3,1,12.24744871391589
237,1,0,3.9,10.770329614269007,1,30,4508,965,3,1,20.0
238,1,0,3.8,30.298514815086232,1,16,1409,485,3,1,28.284271247461906
239,1,0,3.8,12.0,1,13,3624,534,3,1,26.457513110645905
240,1,0,4.3,29.32575659723036,1,30,3155,794,3,1,22.360679774997894
241,0,0,3.8,6.708203932499369,1,72,1787,175,3,1,20.0
242,1,0,3.9,8.366600265340756,1,30,5133,851,3,1,20.0
243,0,0,4.0,9.899494936611664,4,70,3125,1130,3,1,20.0
244,1,0,4.0,14.798648586948742,4,13,3858,456,3,1,24.49489742783178
245,1,0,4.0,8.54400374531753,4,0,2684,194,3,1,17.320508075688775
246,1,0,2.7,9.848857801796104,4,20,2752,1607,3,1,20.0
247,1,0,3.9,29.79932885150268,1,20,4720,1442,4,1,27.386127875258307
248,1,1,4.0,18.68154169226941,1,20,4625,1529,4,1,34.64101615137755
249,1,0,4.2,16.941074346097416,1,62,3459,1163,4,1,18.708286933869708
250,1,1,4.6,50.55689863905816,1,22,2005,1478,4,1,24.49489742783178
251,1,1,4.2,18.81488772222678,1,20,4769,151,4,1,28.284271247461906
252,1,1,4.1,27.83882181415011,1,20,3628,1393,4,1,28.284271247461906
253,1,1,4.2,45.98912915026767,1,20,3911,1491,4,1,28.284271247461906
254,0,1,3.8,31.25699921617557,1,46,184,883,4,1,36.05551275463989
255,0,0,4.1,29.46183972531247,1,57,238,706,4,1,34.64101615137755
256,1,0,4.0,18.0,1,13,3882,463,4,1,26.457513110645905
257,1,0,4.1,28.053520278211074,1,20,2950,596,4,1,28.284271247461906
258,1,0,4.2,22.44994432064365,1,13,5182,486,4,1,23.45207879911715
259,1,0,4.1,20.049937655763426,1,13,5183,333,4,1,22.360679774997894
260,1,1,4.2,12.24744871391589,1,13,2905,463,4,1,24.49489742783178
261,1,1,4.2,12.806248474865695,1,13,1733,381,4,1,22.360679774997894
262,0,0,4.2,15.620499351813308,1,20,3647,1006,4,1,28.284271247461906
263,1,0,4.0,27.76688675382964,1,20,3472,1599,4,1,21.213203435596427
264,1,0,4.2,40.58324777540605,1,20,3269,611,4,1,24.49489742783178
265,0,1,4.0,28.42534080710379,1,20,4407,1203,4,1,29.154759474226505
266,0,0,4.0,20.591260281974,1,13,4460,384,4,1,21.213203435596427
267,1,0,3.9,11.61895003862225,1,20,4727,1229,4,1,28.284271247461906
268,1,0,3.8,30.298514815086232,1,16,1409,485,4,1,28.284271247461906
269,1,0,3.8,9.486832980505138,1,13,2180,333,4,1,25.495097567963924
270,1,0,3.9,22.781571499789035,1,20,5002,563,4,1,30.0
271,1,0,3.6,10.246950765959598,1,20,3791,1688,4,1,26.457513110645905
272,1,0,3.9,11.532562594670797,1,13,2954,442,4,1,28.284271247461906
273,1,0,3.8,12.0,1,13,3624,534,4,1,26.457513110645905
274,0,0,3.9,9.643650760992957,1,13,945,457,4,1,17.320508075688775
275,1,0,3.8,6.48074069840786,1,62,4319,1599,4,1,17.320508075688775
276,1,0,2.5,15.716233645501712,1,20,3483,1163,4,1,22.360679774997894
277,1,0,3.0,7.874007874011811,1,13,489,445,4,1,20.0
278,1,0,3.8,12.649110640673518,1,20,2823,1203,4,1,26.457513110645905
279,1,0,3.6,11.357816691600547,1,20,4623,1097,4,1,24.49489742783178
280,0,0,3.3,7.874007874011811,1,4,1283,1599,4,1,28.284271247461906
281,0,0,2.6,16.822603841260722,1,20,297,1163,4,1,24.49489742783178
282,1,0,3.8,7.681145747868608,1,20,4745,1203,4,1,27.386127875258307
283,1,0,3.5,13.379088160259652,1,20,2292,1215,4,1,24.49489742783178
284,0,0,3.8,7.874007874011811,1,62,2505,1571,4,1,12.24744871391589
285,0,0,3.0,9.899494936611664,1,4,3416,1203,4,1,28.284271247461906
286,0,0,2.7,11.31370849898476,1,20,831,606,4,1,29.154759474226505
287,1,0,2.8,6.708203932499369,1,20,3778,1493,4,1,28.284271247461906
288,1,0,3.5,6.4031242374328485,75,44,3797,1485,4,1,20.0
289,1,0,3.7,20.12461179749811,1,20,3946,1484,4,1,27.386127875258307
290,1,0,3.9,19.697715603592208,1,20,1034,300,4,1,25.495097567963924
291,0,0,4.7,25.514701644346147,1,62,2815,1557,4,1,10.0
292,1,0,4.3,27.09243436828813,1,62,3466,1607,4,1,14.142135623730953
293,0,0,4.0,32.357379374726875,1,62,3639,986,4,1,21.213203435596427
294,1,0,3.8,22.47220505424423,1,62,553,323,4,1,21.213203435596427
295,1,0,3.9,16.24807680927192,1,62,2465,1557,4,1,14.142135623730953
296,1,0,3.9,16.911534525287763,1,62,571,323,4,1,22.360679774997894
297,0,0,4.4,18.520259177452136,1,62,2782,1557,4,1,10.0
298,0,0,3.8,8.366600265340756,1,62,4845,826,4,1,22.360679774997894
299,1,0,3.8,8.366600265340756,1,62,2784,1557,4,1,10.0
300,1,0,3.7,15.394804318340652,1,62,984,1581,4,1,14.142135623730953
301,1,0,4.1,14.177446878757824,1,62,2808,1607,4,1,17.320508075688775
302,1,0,2.8,22.494443758403985,1,62,605,1339,4,1,22.360679774997894
303,0,0,4.1,22.80350850198276,1,62,5101,249,4,1,17.320508075688775
304,0,0,3.7,9.38083151964686,1,62,2752,1597,4,1,17.320508075688775
305,1,0,3.7,11.6619037896906,1,62,5120,1517,4,1,24.49489742783178
306,0,0,3.9,9.38083151964686,1,62,2509,1557,4,1,15.811388300841896
307,0,0,3.8,13.74772708486752,1,62,1665,1557,4,1,17.320508075688775
308,0,0,3.8,6.244997998398398,1,62,2752,1573,4,1,18.708286933869708
309,1,0,3.9,23.2379000772445,1,62,3358,1484,4,1,28.284271247461906
310,0,0,3.6,8.426149773176359,1,62,5107,1424,4,1,15.811388300841896
311,1,0,3.5,9.38083151964686,1,62,1114,1602,4,1,18.708286933869708
312,1,0,3.0,9.327379053088816,1,62,2196,1486,4,1,24.49489742783178
313,1,0,4.2,20.37154878746336,1,62,4302,1197,4,1,22.360679774997894
314,1,0,3.3,11.31370849898476,1,62,2611,1203,4,1,17.320508075688775
315,0,0,4.1,9.69535971483266,1,62,1676,1557,4,1,10.0
316,0,0,3.7,8.06225774829855,1,62,3431,878,4,1,17.320508075688775
317,0,0,3.5,7.211102550927978,1,62,4306,1557,4,1,17.320508075688775
318,1,0,3.0,17.029386365926403,1,62,1117,1222,4,1,21.213203435596427
319,1,0,3.7,7.681145747868608,1,62,3512,1461,4,1,14.142135623730953
320,0,0,3.7,11.40175425099138,1,62,1735,1557,4,1,14.142135623730953
321,1,0,3.5,8.94427190999916,1,62,4204,1680,4,1,15.811388300841896
322,1,0,3.9,21.0,1,62,265,1602,4,1,20.0
323,1,0,3.6,9.16515138991168,1,62,1673,1599,4,1,15.811388300841896
324,0,0,4.0,6.48074069840786,1,62,942,1625,4,1,17.320508075688775
325,1,0,3.0,14.594519519326424,1,62,3186,1436,4,1,20.0
326,0,0,4.2,26.92582403567252,30,62,3060,1562,4,1,18.708286933869708
327,1,0,3.9,27.386127875258307,4,20,1734,1284,4,1,22.360679774997894
328,0,0,3.8,12.884098726725126,4,20,3435,1414,4,1,24.49489742783178
329,0,0,4.4,66.783231428256,4,62,2061,1557,4,1,12.24744871391589
330,0,0,3.9,12.36931687685298,4,20,1804,1557,4,1,18.708286933869708
331,1,0,3.8,21.656407827707717,4,20,2824,1215,4,1,27.386127875258307
332,1,0,4.1,19.078784028338912,4,20,2775,1576,4,1,23.45207879911715
333,1,0,3.8,16.911534525287763,4,20,3316,1163,4,1,24.49489742783178
334,1,0,3.8,22.956480566497994,4,20,2747,1163,4,1,22.360679774997894
335,1,0,3.9,10.04987562112089,4,62,4783,1557,4,1,12.24744871391589
336,1,0,4.1,23.62202362203543,4,62,254,1557,4,1,12.24744871391589
337,0,0,3.8,12.16552506059644,4,22,3562,1201,4,1,23.45207879911715
338,0,0,2.7,19.4164878389476,4,57,4906,1299,4,1,33.166247903554
339,0,0,3.9,14.352700094407323,4,62,1027,1595,4,1,21.213203435596427
340,0,0,3.9,10.0,4,62,1743,1599,4,1,17.320508075688775
341,1,0,4.2,21.07130750570548,4,62,4784,1557,4,1,10.0
342,0,0,3.9,11.532562594670797,4,20,1289,985,4,1,25.495097567963924
343,1,0,4.0,14.798648586948742,4,13,3858,456,4,1,24.49489742783178
344,0,0,4.2,15.905973720586866,4,62,2510,1557,4,1,15.811388300841896
345,0,0,3.7,7.810249675906654,4,20,3046,311,4,1,24.49489742783178
346,1,0,3.8,12.449899597988733,54,20,3743,1585,4,1,20.0
347,1,0,3.9,15.264337522473747,30,20,1754,1013,4,1,28.284271247461906
348,1,0,3.7,16.24807680927192,54,20,2482,1219,4,1,27.386127875258307
349,0,0,4.1,15.427248620541512,4,62,2811,1557,4,1,24.49489742783178
350,1,0,4.1,13.2664991614216,4,20,459,68,4,1,28.284271247461906
351,1,0,3.7,9.643650760992957,4,62,2841,1638,4,1,14.142135623730953
352,0,0,3.8,11.135528725660045,4,62,2835,1584,4,1,17.320508075688775
353,1,0,4.3,16.583123951777,4,62,2514,1557,4,1,10.0
354,0,0,4.2,15.937377450509228,4,62,2813,1557,4,1,12.24744871391589
355,0,0,4.1,13.30413469565007,4,62,2047,1557,4,1,10.0
356,1,0,4.0,11.489125293076055,4,62,4558,822,4,1,14.142135623730953
357,1,0,3.8,8.602325267042627,4,62,1681,1599,4,1,17.320508075688775
